"cif";"customer_name";"age_group";"income_bracket";"region";"account_type";"risk_profile";"preferences";"created_at";"updated_at"
101140;Miss Caroline Bond;"36-45";"50k-75k";Medan;Premium;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-04-22 02:06:14.210;2025-07-11 13:37:44.969
101168;Cut Titi Yulianti, S.Farm;"18-25";"150k+";Denpasar;Premium;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-03-26 04:39:37.777;2025-07-26 02:50:23.525
101207;Wendy Perez;"65+";<25k;Medan;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-02-01 08:31:34.569;2025-08-04 07:25:16.867
101217;Bagiya Fujiati;"18-25";<25k;Denpasar;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-04-01 10:29:27.979;2025-07-08 19:49:16.824
101249;Daliono Hartati;"18-25";"25k-50k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-06-11 11:47:01.097;2025-07-21 08:31:23.967
101371;Dr Antony Carroll;"65+";"100k-150k";Denpasar;Business;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-01-21 03:57:18.439;2025-07-29 09:38:20.278
100195;Joe Weaver;"26-35";<25k;Palembang;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-11-30 15:16:00.995;2025-07-27 01:35:09.106
100207;Nancy Thomas;"65+";<25k;Surabaya;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-12-05 13:05:33.450;2025-07-27 16:40:59.744
100316;Sara Stanley;"65+";"25k-50k";Bandung;Business;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-12-02 23:38:18.729;2025-07-09 22:32:15.496
100418;Kerry Bennett-Parker;"36-45";"50k-75k";Jakarta;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-05-22 12:37:59.727;2025-08-01 15:28:24.229
100437;Frank Stewart-Short;"65+";"75k-100k";Surabaya;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-02-02 23:36:53.344;2025-07-26 13:26:07.403
100442;Mrs Deborah Robinson;"36-45";<25k;Surabaya;Business;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-04-27 19:02:18.847;2025-07-08 22:09:57.632
100462;Victor Romero;"26-35";"25k-50k";Palembang;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-01-02 06:09:33.700;2025-07-11 17:15:40.512
100492;Amanda Price;"46-55";<25k;Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-08-07 12:31:01.504;2025-07-29 16:29:18.931
100534;Russell Wilson;"56-65";"75k-100k";Medan;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-10-29 17:44:31.833;2025-07-23 03:45:49.945
100561;Christopher Johnson;"56-65";<25k;Denpasar;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-09-25 15:54:06.774;2025-07-22 16:49:50.846
100593;Holly Slater;"26-35";"50k-75k";Semarang;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-12-06 11:42:38.549;2025-07-10 14:52:35.770
100596;Gary Miller;"46-55";"25k-50k";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-07-29 00:52:12.972;2025-07-17 21:57:49.878
100633;Sabri Nasyidah;"26-35";"100k-150k";Palembang;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-11-22 22:35:57.752;2025-07-10 01:31:28.712
100674;Marc Davies;"65+";"75k-100k";Semarang;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-07-29 05:47:55.278;2025-08-04 07:00:41.102
100737;Bahuwirya Yulianti, S.IP;"65+";<25k;Surabaya;Basic;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-11-21 04:30:33.669;2025-07-08 23:46:25.707
100758;Darsirah Simbolon;"18-25";"25k-50k";Makassar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-07-25 14:42:22.576;2025-07-07 10:28:51.228
100819;Anthony Taylor;"56-65";<25k;Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-10-02 06:13:27.509;2025-07-22 23:19:58.499
100884;Sarah Baker;"56-65";"25k-50k";Semarang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-09-14 06:16:17.595;2025-07-30 22:00:24.191
100886;Oskar Pradipta;"18-25";"150k+";Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-06-07 19:31:18.784;2025-07-27 13:08:41.846
100892;Garry Lewis;"46-55";"100k-150k";Jakarta;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-07-25 07:14:43.971;2025-07-20 23:41:54.981
100944;Linda Norman;"56-65";"100k-150k";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-03-25 07:35:33.959;2025-07-23 10:46:47.333
100947;Anthony Bowen;"18-25";"50k-75k";Jakarta;Basic;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-03-18 03:01:49.282;2025-07-08 22:47:38.018
100993;R. Paulin Siregar, S.Pt;"26-35";"100k-150k";Makassar;Platinum;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-03-08 18:03:46.307;2025-07-08 23:04:55.496
100997;Aaron Martin;"18-25";<25k;Bandung;Gold;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-04-28 02:42:05.551;2025-08-01 14:58:10.552
101075;Michael Robertson;"18-25";"150k+";Jakarta;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-09-24 12:11:56.518;2025-07-26 11:11:30.132
101112;Dr Rosie Grant;"36-45";"75k-100k";Surabaya;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-04-30 20:29:50.378;2025-07-16 15:08:34.212
101123;R. Jarwi Mahendra;"56-65";<25k;Palembang;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-08-13 02:22:20.052;2025-07-29 03:15:22.298
101138;Michelle Potter;"18-25";"150k+";Bandung;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-10-16 13:33:44.538;2025-08-02 02:26:28.672
101238;Lindsey Brookes;"18-25";"150k+";Semarang;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-11-30 03:20:21.875;2025-07-09 02:19:31.400
101243;Mrs Francesca Lawson;"46-55";"100k-150k";Surabaya;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-06-12 19:38:40.182;2025-08-04 07:46:15.135
101457;Mr Marcus Smith;"18-25";"100k-150k";Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-04-29 03:01:09.808;2025-08-02 20:17:41.153
101458;Yessi Winarsih;"36-45";"150k+";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-03-26 19:54:16.704;2025-07-19 02:01:17.907
